IDInteractorA,IDInteractorB
entrez gene/locuslink:175909,entrez gene/locuslink:175987
entrez gene/locuslink:176065,entrez gene/locuslink:175987
entrez gene/locuslink:181291,entrez gene/locuslink:191317
entrez gene/locuslink:181291,entrez gene/locuslink:191318
entrez gene/locuslink:174462,entrez gene/locuslink:191318
entrez gene/locuslink:175909,entrez gene/locuslink:173854
entrez gene/locuslink:181055,entrez gene/locuslink:173854
entrez gene/locuslink:174044,entrez gene/locuslink:173854
entrez gene/locuslink:180982,entrez gene/locuslink:173854
entrez gene/locuslink:181291,entrez gene/locuslink:173854
entrez gene/locuslink:175410,entrez gene/locuslink:173854
entrez gene/locuslink:178104,entrez gene/locuslink:173854
entrez gene/locuslink:176065,entrez gene/locuslink:177985
entrez gene/locuslink:181055,entrez gene/locuslink:177985
entrez gene/locuslink:176286,entrez gene/locuslink:177985
entrez gene/locuslink:175909,entrez gene/locuslink:178104
entrez gene/locuslink:181055,entrez gene/locuslink:178104
entrez gene/locuslink:180982,entrez gene/locuslink:178104
entrez gene/locuslink:181291,entrez gene/locuslink:178104
entrez gene/locuslink:178846,entrez gene/locuslink:178104
entrez gene/locuslink:174462,entrez gene/locuslink:178104
entrez gene/locuslink:174044,entrez gene/locuslink:181172
entrez gene/locuslink:175909,entrez gene/locuslink:175464
entrez gene/locuslink:176065,entrez gene/locuslink:175464
entrez gene/locuslink:180982,entrez gene/locuslink:175464
entrez gene/locuslink:181291,entrez gene/locuslink:175464
entrez gene/locuslink:180982,entrez gene/locuslink:175638
entrez gene/locuslink:181291,entrez gene/locuslink:175638
entrez gene/locuslink:180982,entrez gene/locuslink:175545
entrez gene/locuslink:175410,entrez gene/locuslink:175504
entrez gene/locuslink:179217,entrez gene/locuslink:176882
entrez gene/locuslink:180982,entrez gene/locuslink:177617
entrez gene/locuslink:178218,entrez gene/locuslink:176426
entrez gene/locuslink:178218,entrez gene/locuslink:174121
entrez gene/locuslink:178218,entrez gene/locuslink:175890
entrez gene/locuslink:178218,entrez gene/locuslink:181002
entrez gene/locuslink:177249,entrez gene/locuslink:175890
entrez gene/locuslink:181344,entrez gene/locuslink:175559
entrez gene/locuslink:178846,entrez gene/locuslink:179096
entrez gene/locuslink:173794,entrez gene/locuslink:179096
entrez gene/locuslink:173794,entrez gene/locuslink:175462
entrez gene/locuslink:177249,entrez gene/locuslink:174830
entrez gene/locuslink:173794,entrez gene/locuslink:172839
entrez gene/locuslink:173287,entrez gene/locuslink:179671
entrez gene/locuslink:178218,entrez gene/locuslink:179096
entrez gene/locuslink:177111,entrez gene/locuslink:181194
entrez gene/locuslink:181557,entrez gene/locuslink:181194
entrez gene/locuslink:178104,entrez gene/locuslink:171840
entrez gene/locuslink:179732,entrez gene/locuslink:176992
entrez gene/locuslink:173287,entrez gene/locuslink:172461
entrez gene/locuslink:180441,entrez gene/locuslink:179671
entrez gene/locuslink:173794,entrez gene/locuslink:175789
entrez gene/locuslink:173794,entrez gene/locuslink:191677
entrez gene/locuslink:173794,entrez gene/locuslink:179603
entrez gene/locuslink:178218,entrez gene/locuslink:191199
entrez gene/locuslink:177111,entrez gene/locuslink:178788
entrez gene/locuslink:177111,entrez gene/locuslink:179096
entrez gene/locuslink:177436,entrez gene/locuslink:174121
entrez gene/locuslink:173794,entrez gene/locuslink:181341
entrez gene/locuslink:180982,entrez gene/locuslink:175559
entrez gene/locuslink:180441,entrez gene/locuslink:174782
entrez gene/locuslink:173794,entrez gene/locuslink:177618
entrez gene/locuslink:177249,entrez gene/locuslink:181055
entrez gene/locuslink:173794,entrez gene/locuslink:181362
entrez gene/locuslink:181082,entrez gene/locuslink:178104
entrez gene/locuslink:181082,entrez gene/locuslink:179096
entrez gene/locuslink:178846,entrez gene/locuslink:172640
entrez gene/locuslink:178846,entrez gene/locuslink:181194
entrez gene/locuslink:173794,entrez gene/locuslink:179341
entrez gene/locuslink:173794,entrez gene/locuslink:266825
entrez gene/locuslink:173794,entrez gene/locuslink:177212
entrez gene/locuslink:173794,entrez gene/locuslink:176992
entrez gene/locuslink:178218,entrez gene/locuslink:178120
entrez gene/locuslink:178218,entrez gene/locuslink:174244
entrez gene/locuslink:178218,entrez gene/locuslink:171751
entrez gene/locuslink:178218,entrez gene/locuslink:172396
entrez gene/locuslink:178218,entrez gene/locuslink:181082
entrez gene/locuslink:178218,entrez gene/locuslink:181030
entrez gene/locuslink:178218,entrez gene/locuslink:178887
entrez gene/locuslink:178218,entrez gene/locuslink:174788
entrez gene/locuslink:180982,entrez gene/locuslink:191670
entrez gene/locuslink:180982,entrez gene/locuslink:180074
entrez gene/locuslink:180982,entrez gene/locuslink:181348
entrez gene/locuslink:180982,entrez gene/locuslink:174830
entrez gene/locuslink:180982,entrez gene/locuslink:178001
entrez gene/locuslink:177111,entrez gene/locuslink:175559
entrez gene/locuslink:177111,entrez gene/locuslink:175890
entrez gene/locuslink:177111,entrez gene/locuslink:181055
entrez gene/locuslink:177249,entrez gene/locuslink:175173
entrez gene/locuslink:177249,entrez gene/locuslink:177157
entrez gene/locuslink:177249,entrez gene/locuslink:191199
entrez gene/locuslink:177249,entrez gene/locuslink:180398
entrez gene/locuslink:177249,entrez gene/locuslink:174782
entrez gene/locuslink:177249,entrez gene/locuslink:181194
entrez gene/locuslink:177249,entrez gene/locuslink:178411
entrez gene/locuslink:177249,entrez gene/locuslink:175205
entrez gene/locuslink:177249,entrez gene/locuslink:179096
entrez gene/locuslink:177249,entrez gene/locuslink:174319
entrez gene/locuslink:177249,entrez gene/locuslink:178887
entrez gene/locuslink:181557,entrez gene/locuslink:180398
entrez gene/locuslink:181082,entrez gene/locuslink:174017
entrez gene/locuslink:174462,entrez gene/locuslink:178001
entrez gene/locuslink:174462,entrez gene/locuslink:175126
entrez gene/locuslink:178104,entrez gene/locuslink:177659
entrez gene/locuslink:178104,entrez gene/locuslink:172504
entrez gene/locuslink:178104,entrez gene/locuslink:178555
entrez gene/locuslink:178104,entrez gene/locuslink:187716
entrez gene/locuslink:178104,entrez gene/locuslink:175921
entrez gene/locuslink:178104,entrez gene/locuslink:175074
entrez gene/locuslink:178104,entrez gene/locuslink:174121
entrez gene/locuslink:178104,entrez gene/locuslink:181545
entrez gene/locuslink:178104,entrez gene/locuslink:191690
entrez gene/locuslink:178104,entrez gene/locuslink:181082
entrez gene/locuslink:178104,entrez gene/locuslink:178120
entrez gene/locuslink:178104,entrez gene/locuslink:179276
entrez gene/locuslink:178104,entrez gene/locuslink:174685
entrez gene/locuslink:178104,entrez gene/locuslink:172243
entrez gene/locuslink:176282,entrez gene/locuslink:176240
entrez gene/locuslink:176282,entrez gene/locuslink:174017
entrez gene/locuslink:176282,entrez gene/locuslink:180074
entrez gene/locuslink:176282,entrez gene/locuslink:172891
entrez gene/locuslink:176282,entrez gene/locuslink:174782
entrez gene/locuslink:176282,entrez gene/locuslink:181194
entrez gene/locuslink:176282,entrez gene/locuslink:174121
entrez gene/locuslink:176282,entrez gene/locuslink:172524
entrez gene/locuslink:176282,entrez gene/locuslink:175890
entrez gene/locuslink:176282,entrez gene/locuslink:176282
entrez gene/locuslink:176282,entrez gene/locuslink:177116
entrez gene/locuslink:176282,entrez gene/locuslink:177617
entrez gene/locuslink:176282,entrez gene/locuslink:181231
entrez gene/locuslink:176282,entrez gene/locuslink:174788
entrez gene/locuslink:179732,entrez gene/locuslink:175890
entrez gene/locuslink:177436,entrez gene/locuslink:174830
entrez gene/locuslink:177436,entrez gene/locuslink:178001
entrez gene/locuslink:177436,entrez gene/locuslink:180532
entrez gene/locuslink:177436,entrez gene/locuslink:171988
entrez gene/locuslink:179217,entrez gene/locuslink:178555
entrez gene/locuslink:179217,entrez gene/locuslink:173362
entrez gene/locuslink:179217,entrez gene/locuslink:173811
entrez gene/locuslink:179217,entrez gene/locuslink:178135
entrez gene/locuslink:179217,entrez gene/locuslink:177140
entrez gene/locuslink:179217,entrez gene/locuslink:176237
entrez gene/locuslink:173287,entrez gene/locuslink:174023
entrez gene/locuslink:173287,entrez gene/locuslink:259501
entrez gene/locuslink:173287,entrez gene/locuslink:177212
entrez gene/locuslink:173287,entrez gene/locuslink:180671
entrez gene/locuslink:173287,entrez gene/locuslink:171751
entrez gene/locuslink:173287,entrez gene/locuslink:178788
entrez gene/locuslink:173287,entrez gene/locuslink:178191
entrez gene/locuslink:173287,entrez gene/locuslink:181620
entrez gene/locuslink:173287,entrez gene/locuslink:266825
entrez gene/locuslink:173287,entrez gene/locuslink:179096
entrez gene/locuslink:173287,entrez gene/locuslink:180532
entrez gene/locuslink:173287,entrez gene/locuslink:180876
entrez gene/locuslink:173287,entrez gene/locuslink:176237
entrez gene/locuslink:180441,entrez gene/locuslink:177595
entrez gene/locuslink:180441,entrez gene/locuslink:174233
entrez gene/locuslink:180441,entrez gene/locuslink:174830
entrez gene/locuslink:180441,entrez gene/locuslink:180876
entrez gene/locuslink:180441,entrez gene/locuslink:174788
entrez gene/locuslink:180441,entrez gene/locuslink:172636
entrez gene/locuslink:180441,entrez gene/locuslink:175126
entrez gene/locuslink:180441,entrez gene/locuslink:181194
entrez gene/locuslink:180441,entrez gene/locuslink:181348
entrez gene/locuslink:180441,entrez gene/locuslink:175890
entrez gene/locuslink:180441,entrez gene/locuslink:181274
entrez gene/locuslink:180441,entrez gene/locuslink:177617
entrez gene/locuslink:180441,entrez gene/locuslink:181341
entrez gene/locuslink:181055,entrez gene/locuslink:178104
entrez gene/locuslink:181055,entrez gene/locuslink:173362
entrez gene/locuslink:181055,entrez gene/locuslink:180876
entrez gene/locuslink:181055,entrez gene/locuslink:181055
entrez gene/locuslink:181055,entrez gene/locuslink:171840
entrez gene/locuslink:181055,entrez gene/locuslink:175126
entrez gene/locuslink:178846,entrez gene/locuslink:179486
entrez gene/locuslink:178846,entrez gene/locuslink:180074
entrez gene/locuslink:178846,entrez gene/locuslink:180848
entrez gene/locuslink:178846,entrez gene/locuslink:173788
entrez gene/locuslink:178846,entrez gene/locuslink:181055
entrez gene/locuslink:178846,entrez gene/locuslink:178846
entrez gene/locuslink:178846,entrez gene/locuslink:172636
entrez gene/locuslink:178846,entrez gene/locuslink:175126
entrez gene/locuslink:173345,entrez gene/locuslink:180398
entrez gene/locuslink:173345,entrez gene/locuslink:177595
entrez gene/locuslink:173345,entrez gene/locuslink:181194
entrez gene/locuslink:173345,entrez gene/locuslink:184508
entrez gene/locuslink:173345,entrez gene/locuslink:174788
entrez gene/locuslink:173794,entrez gene/locuslink:174830
entrez gene/locuslink:173794,entrez gene/locuslink:172636
entrez gene/locuslink:173794,entrez gene/locuslink:181194
entrez gene/locuslink:173794,entrez gene/locuslink:174121
entrez gene/locuslink:173794,entrez gene/locuslink:181292
entrez gene/locuslink:173794,entrez gene/locuslink:178120
entrez gene/locuslink:173794,entrez gene/locuslink:176282
entrez gene/locuslink:173794,entrez gene/locuslink:177551
entrez gene/locuslink:173794,entrez gene/locuslink:175126
entrez gene/locuslink:177111,entrez gene/locuslink:174788
entrez gene/locuslink:181557,entrez gene/locuslink:172504
entrez gene/locuslink:177111,entrez gene/locuslink:174233
entrez gene/locuslink:180133,entrez gene/locuslink:176543
entrez gene/locuslink:180133,entrez gene/locuslink:175126
entrez gene/locuslink:177249,entrez gene/locuslink:180671
entrez gene/locuslink:180441,entrez gene/locuslink:181231
entrez gene/locuslink:181055,entrez gene/locuslink:174782
entrez gene/locuslink:181055,entrez gene/locuslink:181291
entrez gene/locuslink:181055,entrez gene/locuslink:178887
entrez gene/locuslink:181055,entrez gene/locuslink:172636
entrez gene/locuslink:173794,entrez gene/locuslink:173788
entrez gene/locuslink:181082,entrez gene/locuslink:177595
entrez gene/locuslink:176282,entrez gene/locuslink:175559
entrez gene/locuslink:179217,entrez gene/locuslink:172249
entrez gene/locuslink:180441,entrez gene/locuslink:176286
entrez gene/locuslink:178846,entrez gene/locuslink:172789
entrez gene/locuslink:178846,entrez gene/locuslink:178104
entrez gene/locuslink:173794,entrez gene/locuslink:174782
entrez gene/locuslink:180441,entrez gene/locuslink:180848
entrez gene/locuslink:180982,entrez gene/locuslink:181650
entrez gene/locuslink:180982,entrez gene/locuslink:172591
entrez gene/locuslink:180982,entrez gene/locuslink:3565921
entrez gene/locuslink:180982,entrez gene/locuslink:173338
entrez gene/locuslink:180982,entrez gene/locuslink:172610
entrez gene/locuslink:180982,entrez gene/locuslink:181231
entrez gene/locuslink:180982,entrez gene/locuslink:172826
entrez gene/locuslink:180133,entrez gene/locuslink:179526
entrez gene/locuslink:180133,entrez gene/locuslink:175921
entrez gene/locuslink:180133,entrez gene/locuslink:172891
entrez gene/locuslink:180133,entrez gene/locuslink:173079
entrez gene/locuslink:180133,entrez gene/locuslink:175393
entrez gene/locuslink:180133,entrez gene/locuslink:178788
entrez gene/locuslink:180133,entrez gene/locuslink:178411
entrez gene/locuslink:180133,entrez gene/locuslink:176364
entrez gene/locuslink:180133,entrez gene/locuslink:178068
entrez gene/locuslink:180133,entrez gene/locuslink:179638
entrez gene/locuslink:180133,entrez gene/locuslink:180719
entrez gene/locuslink:180133,entrez gene/locuslink:172839
entrez gene/locuslink:180133,entrez gene/locuslink:176641
entrez gene/locuslink:180133,entrez gene/locuslink:174585
entrez gene/locuslink:180133,entrez gene/locuslink:181470
entrez gene/locuslink:180133,entrez gene/locuslink:174788
entrez gene/locuslink:180133,entrez gene/locuslink:175985
entrez gene/locuslink:177249,entrez gene/locuslink:173149
entrez gene/locuslink:177249,entrez gene/locuslink:181341
entrez gene/locuslink:181557,entrez gene/locuslink:176286
entrez gene/locuslink:181082,entrez gene/locuslink:178113
entrez gene/locuslink:174462,entrez gene/locuslink:179603
entrez gene/locuslink:174462,entrez gene/locuslink:178788
entrez gene/locuslink:174462,entrez gene/locuslink:172396
entrez gene/locuslink:174462,entrez gene/locuslink:181057
entrez gene/locuslink:174462,entrez gene/locuslink:181292
entrez gene/locuslink:174462,entrez gene/locuslink:178104
entrez gene/locuslink:174462,entrez gene/locuslink:175462
entrez gene/locuslink:174462,entrez gene/locuslink:173345
entrez gene/locuslink:179732,entrez gene/locuslink:174233
entrez gene/locuslink:179732,entrez gene/locuslink:177436
entrez gene/locuslink:179732,entrez gene/locuslink:179096
entrez gene/locuslink:179732,entrez gene/locuslink:181341
entrez gene/locuslink:179732,entrez gene/locuslink:181231
entrez gene/locuslink:181344,entrez gene/locuslink:178191
entrez gene/locuslink:181344,entrez gene/locuslink:181231
entrez gene/locuslink:179217,entrez gene/locuslink:266854
entrez gene/locuslink:172856,entrez gene/locuslink:266854
entrez gene/locuslink:172856,entrez gene/locuslink:172505
entrez gene/locuslink:173287,entrez gene/locuslink:177756
entrez gene/locuslink:173287,entrez gene/locuslink:179603
entrez gene/locuslink:180441,entrez gene/locuslink:186223
entrez gene/locuslink:180441,entrez gene/locuslink:174017
entrez gene/locuslink:180441,entrez gene/locuslink:178210
entrez gene/locuslink:180441,entrez gene/locuslink:172747
entrez gene/locuslink:180441,entrez gene/locuslink:172591
entrez gene/locuslink:180441,entrez gene/locuslink:172396
entrez gene/locuslink:180441,entrez gene/locuslink:173149
entrez gene/locuslink:180441,entrez gene/locuslink:172088
entrez gene/locuslink:180441,entrez gene/locuslink:174240
entrez gene/locuslink:180441,entrez gene/locuslink:175205
entrez gene/locuslink:180441,entrez gene/locuslink:172826
entrez gene/locuslink:180441,entrez gene/locuslink:177140
entrez gene/locuslink:180441,entrez gene/locuslink:181055
entrez gene/locuslink:178846,entrez gene/locuslink:176240
entrez gene/locuslink:178846,entrez gene/locuslink:178411
entrez gene/locuslink:178846,entrez gene/locuslink:174240
entrez gene/locuslink:178846,entrez gene/locuslink:174278
entrez gene/locuslink:173345,entrez gene/locuslink:172504
entrez gene/locuslink:173794,entrez gene/locuslink:176426
entrez gene/locuslink:173794,entrez gene/locuslink:172677
entrez gene/locuslink:173794,entrez gene/locuslink:175890
entrez gene/locuslink:173794,entrez gene/locuslink:181456
entrez gene/locuslink:173794,entrez gene/locuslink:172891
entrez gene/locuslink:173794,entrez gene/locuslink:174233
entrez gene/locuslink:173794,entrez gene/locuslink:266854
entrez gene/locuslink:173794,entrez gene/locuslink:183457
entrez gene/locuslink:179732,entrez gene/locuslink:174788
entrez gene/locuslink:180441,entrez gene/locuslink:177373
entrez gene/locuslink:180441,entrez gene/locuslink:174058
entrez gene/locuslink:180441,entrez gene/locuslink:172891
entrez gene/locuslink:180441,entrez gene/locuslink:181002
entrez gene/locuslink:173794,entrez gene/locuslink:178788
entrez gene/locuslink:173794,entrez gene/locuslink:174788
entrez gene/locuslink:180982,entrez gene/locuslink:175582
entrez gene/locuslink:180982,entrez gene/locuslink:174788
entrez gene/locuslink:180133,entrez gene/locuslink:181194
entrez gene/locuslink:180133,entrez gene/locuslink:179096
entrez gene/locuslink:177249,entrez gene/locuslink:172461
entrez gene/locuslink:178104,entrez gene/locuslink:174782
entrez gene/locuslink:181344,entrez gene/locuslink:174121
entrez gene/locuslink:181344,entrez gene/locuslink:181341
entrez gene/locuslink:173287,entrez gene/locuslink:176426
entrez gene/locuslink:180441,entrez gene/locuslink:172461
entrez gene/locuslink:180441,entrez gene/locuslink:177636
entrez gene/locuslink:180441,entrez gene/locuslink:177756
entrez gene/locuslink:180441,entrez gene/locuslink:176802
entrez gene/locuslink:180441,entrez gene/locuslink:176426
entrez gene/locuslink:180441,entrez gene/locuslink:172677
entrez gene/locuslink:180441,entrez gene/locuslink:179603
entrez gene/locuslink:180441,entrez gene/locuslink:176992
entrez gene/locuslink:180441,entrez gene/locuslink:172524
entrez gene/locuslink:180441,entrez gene/locuslink:178788
entrez gene/locuslink:180441,entrez gene/locuslink:178191
entrez gene/locuslink:180441,entrez gene/locuslink:173788
entrez gene/locuslink:180441,entrez gene/locuslink:172610
entrez gene/locuslink:180441,entrez gene/locuslink:181620
entrez gene/locuslink:180441,entrez gene/locuslink:175490
entrez gene/locuslink:180441,entrez gene/locuslink:179096
entrez gene/locuslink:180441,entrez gene/locuslink:177551
entrez gene/locuslink:173794,entrez gene/locuslink:172461
entrez gene/locuslink:178218,entrez gene/locuslink:174782
entrez gene/locuslink:181344,entrez gene/locuslink:179096
entrez gene/locuslink:180441,entrez gene/locuslink:174121
entrez gene/locuslink:178846,entrez gene/locuslink:174782
entrez gene/locuslink:178218,entrez gene/locuslink:181194
entrez gene/locuslink:180441,entrez gene/locuslink:181057
entrez gene/locuslink:178218,entrez gene/locuslink:175559
entrez gene/locuslink:178218,entrez gene/locuslink:177595
entrez gene/locuslink:180982,entrez gene/locuslink:177595
entrez gene/locuslink:180982,entrez gene/locuslink:179096
entrez gene/locuslink:180133,entrez gene/locuslink:184809
entrez gene/locuslink:180133,entrez gene/locuslink:174121
entrez gene/locuslink:180133,entrez gene/locuslink:177617
entrez gene/locuslink:177249,entrez gene/locuslink:172504
entrez gene/locuslink:177249,entrez gene/locuslink:184803
entrez gene/locuslink:177249,entrez gene/locuslink:176426
entrez gene/locuslink:177249,entrez gene/locuslink:172610
entrez gene/locuslink:177249,entrez gene/locuslink:174788
entrez gene/locuslink:181557,entrez gene/locuslink:174788
entrez gene/locuslink:174462,entrez gene/locuslink:180671
entrez gene/locuslink:178104,entrez gene/locuslink:172249
entrez gene/locuslink:178104,entrez gene/locuslink:174788
entrez gene/locuslink:178104,entrez gene/locuslink:266854
entrez gene/locuslink:178104,entrez gene/locuslink:182980
entrez gene/locuslink:178104,entrez gene/locuslink:188620
entrez gene/locuslink:178104,entrez gene/locuslink:181456
entrez gene/locuslink:177436,entrez gene/locuslink:172839
entrez gene/locuslink:177436,entrez gene/locuslink:175167
entrez gene/locuslink:181344,entrez gene/locuslink:174233
entrez gene/locuslink:181344,entrez gene/locuslink:175890
entrez gene/locuslink:179217,entrez gene/locuslink:175986
entrez gene/locuslink:179217,entrez gene/locuslink:178887
entrez gene/locuslink:172856,entrez gene/locuslink:182029
entrez gene/locuslink:172856,entrez gene/locuslink:191690
entrez gene/locuslink:172856,entrez gene/locuslink:178887
entrez gene/locuslink:172856,entrez gene/locuslink:173811
entrez gene/locuslink:172856,entrez gene/locuslink:176237
entrez gene/locuslink:173287,entrez gene/locuslink:174244
entrez gene/locuslink:173287,entrez gene/locuslink:174782
entrez gene/locuslink:180441,entrez gene/locuslink:183457
entrez gene/locuslink:178846,entrez gene/locuslink:175890
entrez gene/locuslink:178846,entrez gene/locuslink:174788
entrez gene/locuslink:173794,entrez gene/locuslink:175559
entrez gene/locuslink:173794,entrez gene/locuslink:172504
entrez gene/locuslink:173794,entrez gene/locuslink:175634
entrez gene/locuslink:173794,entrez gene/locuslink:179671
entrez gene/locuslink:173794,entrez gene/locuslink:178191
entrez gene/locuslink:173794,entrez gene/locuslink:177617
entrez gene/locuslink:173794,entrez gene/locuslink:184091
entrez gene/locuslink:173794,entrez gene/locuslink:174319
entrez gene/locuslink:172233,entrez gene/locuslink:178619
entrez gene/locuslink:178619,entrez gene/locuslink:172233
entrez gene/locuslink:178619,entrez gene/locuslink:172233
entrez gene/locuslink:178619,entrez gene/locuslink:178619
entrez gene/locuslink:178619,entrez gene/locuslink:172233
entrez gene/locuslink:171988,entrez gene/locuslink:178619
entrez gene/locuslink:171988,entrez gene/locuslink:172233
entrez gene/locuslink:178619,entrez gene/locuslink:172233
entrez gene/locuslink:178619,entrez gene/locuslink:171988
entrez gene/locuslink:172233,entrez gene/locuslink:171988
entrez gene/locuslink:175551,entrez gene/locuslink:172920
entrez gene/locuslink:176143,entrez gene/locuslink:175113
entrez gene/locuslink:176143,entrez gene/locuslink:175113
entrez gene/locuslink:176143,entrez gene/locuslink:175113
entrez gene/locuslink:174473,entrez gene/locuslink:173894
entrez gene/locuslink:176968,entrez gene/locuslink:172591
entrez gene/locuslink:173287,entrez gene/locuslink:186869
entrez gene/locuslink:180982,entrez gene/locuslink:186869
entrez gene/locuslink:173149,entrez gene/locuslink:186869
entrez gene/locuslink:174317,entrez gene/locuslink:186869
entrez gene/locuslink:266854,entrez gene/locuslink:186869
entrez gene/locuslink:180982,entrez gene/locuslink:173287
entrez gene/locuslink:174317,entrez gene/locuslink:173287
entrez gene/locuslink:172591,entrez gene/locuslink:173287
entrez gene/locuslink:173338,entrez gene/locuslink:173007
entrez gene/locuslink:8312,entrez gene/locuslink:173149
entrez gene/locuslink:186869,entrez gene/locuslink:173149
entrez gene/locuslink:173287,entrez gene/locuslink:173149
entrez gene/locuslink:173287,entrez gene/locuslink:2932
entrez gene/locuslink:186869,entrez gene/locuslink:2932
entrez gene/locuslink:172041,entrez gene/locuslink:172476
entrez gene/locuslink:172041,entrez gene/locuslink:188872
entrez gene/locuslink:172041,entrez gene/locuslink:178217
entrez gene/locuslink:172041,entrez gene/locuslink:174527
entrez gene/locuslink:172041,entrez gene/locuslink:176770
entrez gene/locuslink:172041,entrez gene/locuslink:174165
entrez gene/locuslink:172041,entrez gene/locuslink:174295
entrez gene/locuslink:172041,entrez gene/locuslink:175359
entrez gene/locuslink:172041,entrez gene/locuslink:172911
entrez gene/locuslink:172041,entrez gene/locuslink:172488
entrez gene/locuslink:172041,entrez gene/locuslink:172657
entrez gene/locuslink:172041,entrez gene/locuslink:179607
entrez gene/locuslink:172041,entrez gene/locuslink:172334
entrez gene/locuslink:172041,entrez gene/locuslink:172857
entrez gene/locuslink:172041,entrez gene/locuslink:178173
entrez gene/locuslink:172041,entrez gene/locuslink:266836
entrez gene/locuslink:172041,entrez gene/locuslink:172432
entrez gene/locuslink:172041,entrez gene/locuslink:172034
entrez gene/locuslink:172041,entrez gene/locuslink:174155
entrez gene/locuslink:172041,entrez gene/locuslink:191537
entrez gene/locuslink:172041,entrez gene/locuslink:175359
entrez gene/locuslink:172041,entrez gene/locuslink:188872
entrez gene/locuslink:172041,entrez gene/locuslink:179607
entrez gene/locuslink:172041,entrez gene/locuslink:176770
entrez gene/locuslink:172041,entrez gene/locuslink:174295
entrez gene/locuslink:172041,entrez gene/locuslink:172476
entrez gene/locuslink:172041,entrez gene/locuslink:172488
entrez gene/locuslink:172041,entrez gene/locuslink:174527
entrez gene/locuslink:172041,entrez gene/locuslink:178217
entrez gene/locuslink:172041,entrez gene/locuslink:172334
entrez gene/locuslink:172041,entrez gene/locuslink:172432
entrez gene/locuslink:172041,entrez gene/locuslink:172657
entrez gene/locuslink:172041,entrez gene/locuslink:174165
entrez gene/locuslink:172041,entrez gene/locuslink:180529
entrez gene/locuslink:172041,entrez gene/locuslink:172137
entrez gene/locuslink:172041,entrez gene/locuslink:188703
entrez gene/locuslink:172041,entrez gene/locuslink:186604
entrez gene/locuslink:172041,entrez gene/locuslink:172161
entrez gene/locuslink:172041,entrez gene/locuslink:179229
entrez gene/locuslink:172041,entrez gene/locuslink:173071
entrez gene/locuslink:172041,entrez gene/locuslink:175912
entrez gene/locuslink:172041,entrez gene/locuslink:173279
entrez gene/locuslink:172041,entrez gene/locuslink:172491
entrez gene/locuslink:172041,entrez gene/locuslink:173396
entrez gene/locuslink:172041,entrez gene/locuslink:180529
entrez gene/locuslink:172041,entrez gene/locuslink:188703
entrez gene/locuslink:172041,entrez gene/locuslink:174106
entrez gene/locuslink:172041,entrez gene/locuslink:172161
entrez gene/locuslink:172041,entrez gene/locuslink:172513
entrez gene/locuslink:172041,entrez gene/locuslink:172143
entrez gene/locuslink:172041,entrez gene/locuslink:173512
entrez gene/locuslink:172041,entrez gene/locuslink:3564813
entrez gene/locuslink:172041,entrez gene/locuslink:172137
entrez gene/locuslink:172041,entrez gene/locuslink:180671
entrez gene/locuslink:172041,entrez gene/locuslink:174956
entrez gene/locuslink:172041,entrez gene/locuslink:176007
entrez gene/locuslink:172041,entrez gene/locuslink:172204
entrez gene/locuslink:172041,entrez gene/locuslink:175666
entrez gene/locuslink:172041,entrez gene/locuslink:179683
entrez gene/locuslink:172041,entrez gene/locuslink:172884
entrez gene/locuslink:172041,entrez gene/locuslink:175912
entrez gene/locuslink:172041,entrez gene/locuslink:179711
entrez gene/locuslink:172041,entrez gene/locuslink:173279
entrez gene/locuslink:172041,entrez gene/locuslink:172310
entrez gene/locuslink:172041,entrez gene/locuslink:179229
entrez gene/locuslink:172041,entrez gene/locuslink:178846
entrez gene/locuslink:172041,entrez gene/locuslink:172741
entrez gene/locuslink:172041,entrez gene/locuslink:173071
entrez gene/locuslink:172041,entrez gene/locuslink:173213
entrez gene/locuslink:172041,entrez gene/locuslink:186604
entrez gene/locuslink:176808,entrez gene/locuslink:172491
entrez gene/locuslink:176808,entrez gene/locuslink:173396
entrez gene/locuslink:176808,entrez gene/locuslink:180529
entrez gene/locuslink:176808,entrez gene/locuslink:188703
entrez gene/locuslink:176808,entrez gene/locuslink:174106
entrez gene/locuslink:176808,entrez gene/locuslink:172161
entrez gene/locuslink:176808,entrez gene/locuslink:172513
entrez gene/locuslink:176808,entrez gene/locuslink:172143
entrez gene/locuslink:176808,entrez gene/locuslink:173512
entrez gene/locuslink:176808,entrez gene/locuslink:3564813
entrez gene/locuslink:176808,entrez gene/locuslink:172137
entrez gene/locuslink:176808,entrez gene/locuslink:180671
entrez gene/locuslink:176808,entrez gene/locuslink:172204
entrez gene/locuslink:176808,entrez gene/locuslink:175666
entrez gene/locuslink:176808,entrez gene/locuslink:179683
entrez gene/locuslink:176808,entrez gene/locuslink:172884
entrez gene/locuslink:176808,entrez gene/locuslink:175912
entrez gene/locuslink:176808,entrez gene/locuslink:179711
entrez gene/locuslink:176808,entrez gene/locuslink:188274
entrez gene/locuslink:176808,entrez gene/locuslink:172741
entrez gene/locuslink:176808,entrez gene/locuslink:186604
entrez gene/locuslink:176808,entrez gene/locuslink:179229
entrez gene/locuslink:176808,entrez gene/locuslink:174956
entrez gene/locuslink:176808,entrez gene/locuslink:173279
entrez gene/locuslink:179070,entrez gene/locuslink:173396
