IDInteractorA,IDInteractorB
entrez gene/locuslink:173808,entrez gene/locuslink:180111
entrez gene/locuslink:173808,entrez gene/locuslink:179352
entrez gene/locuslink:173808,entrez gene/locuslink:178084
entrez gene/locuslink:179331,entrez gene/locuslink:183656
entrez gene/locuslink:180622,entrez gene/locuslink:175588
entrez gene/locuslink:173842,entrez gene/locuslink:176640
entrez gene/locuslink:178079,entrez gene/locuslink:177601
entrez gene/locuslink:178079,entrez gene/locuslink:183510
entrez gene/locuslink:175502,entrez gene/locuslink:172358
entrez gene/locuslink:175502,entrez gene/locuslink:175502
entrez gene/locuslink:175502,entrez gene/locuslink:175445
entrez gene/locuslink:175502,entrez gene/locuslink:175094
entrez gene/locuslink:175502,entrez gene/locuslink:176866
entrez gene/locuslink:175502,entrez gene/locuslink:178612
entrez gene/locuslink:175502,entrez gene/locuslink:177138
entrez gene/locuslink:175502,entrez gene/locuslink:175867
entrez gene/locuslink:175502,entrez gene/locuslink:189846
entrez gene/locuslink:181265,entrez gene/locuslink:175638
entrez gene/locuslink:181265,entrez gene/locuslink:179902
entrez gene/locuslink:172476,entrez gene/locuslink:183914
entrez gene/locuslink:172476,entrez gene/locuslink:176286
entrez gene/locuslink:172476,entrez gene/locuslink:176656
entrez gene/locuslink:184441,entrez gene/locuslink:174076
entrez gene/locuslink:184441,entrez gene/locuslink:184043
entrez gene/locuslink:184441,entrez gene/locuslink:176566
entrez gene/locuslink:184441,entrez gene/locuslink:171736
entrez gene/locuslink:184441,entrez gene/locuslink:176637
entrez gene/locuslink:179020,entrez gene/locuslink:180738
entrez gene/locuslink:179020,entrez gene/locuslink:172653
entrez gene/locuslink:172751,entrez gene/locuslink:178132
entrez gene/locuslink:180827,entrez gene/locuslink:175451
entrez gene/locuslink:180827,entrez gene/locuslink:181050
entrez gene/locuslink:180827,entrez gene/locuslink:185873
entrez gene/locuslink:180827,entrez gene/locuslink:186214
entrez gene/locuslink:180827,entrez gene/locuslink:186478
entrez gene/locuslink:180827,entrez gene/locuslink:176773
entrez gene/locuslink:180827,entrez gene/locuslink:180264
entrez gene/locuslink:181251,entrez gene/locuslink:178354
entrez gene/locuslink:181251,entrez gene/locuslink:177280
entrez gene/locuslink:181251,entrez gene/locuslink:180659
entrez gene/locuslink:181251,entrez gene/locuslink:177617
entrez gene/locuslink:181251,entrez gene/locuslink:181679
entrez gene/locuslink:181251,entrez gene/locuslink:180681
entrez gene/locuslink:181251,entrez gene/locuslink:182945
entrez gene/locuslink:181251,entrez gene/locuslink:177706
entrez gene/locuslink:181251,entrez gene/locuslink:175638
entrez gene/locuslink:181251,entrez gene/locuslink:181050
entrez gene/locuslink:181251,entrez gene/locuslink:180473
entrez gene/locuslink:181251,entrez gene/locuslink:177710
entrez gene/locuslink:181251,entrez gene/locuslink:181020
entrez gene/locuslink:181251,entrez gene/locuslink:178887
entrez gene/locuslink:181251,entrez gene/locuslink:178117
entrez gene/locuslink:181251,entrez gene/locuslink:179312
entrez gene/locuslink:181251,entrez gene/locuslink:185757
entrez gene/locuslink:181251,entrez gene/locuslink:171958
entrez gene/locuslink:181251,entrez gene/locuslink:186478
entrez gene/locuslink:181251,entrez gene/locuslink:175443
entrez gene/locuslink:181251,entrez gene/locuslink:172933
entrez gene/locuslink:181251,entrez gene/locuslink:175416
entrez gene/locuslink:181251,entrez gene/locuslink:181501
entrez gene/locuslink:181251,entrez gene/locuslink:173981
entrez gene/locuslink:181251,entrez gene/locuslink:178311
entrez gene/locuslink:181251,entrez gene/locuslink:187528
entrez gene/locuslink:181251,entrez gene/locuslink:266819
entrez gene/locuslink:181251,entrez gene/locuslink:175817
entrez gene/locuslink:181251,entrez gene/locuslink:172610
entrez gene/locuslink:181251,entrez gene/locuslink:173139
entrez gene/locuslink:181251,entrez gene/locuslink:174174
entrez gene/locuslink:181251,entrez gene/locuslink:172948
entrez gene/locuslink:181251,entrez gene/locuslink:173053
entrez gene/locuslink:181251,entrez gene/locuslink:191026
entrez gene/locuslink:181251,entrez gene/locuslink:177203
entrez gene/locuslink:181251,entrez gene/locuslink:189791
entrez gene/locuslink:181251,entrez gene/locuslink:171907
entrez gene/locuslink:181251,entrez gene/locuslink:178696
entrez gene/locuslink:181251,entrez gene/locuslink:171647
entrez gene/locuslink:181251,entrez gene/locuslink:176637
entrez gene/locuslink:181251,entrez gene/locuslink:191509
entrez gene/locuslink:181251,entrez gene/locuslink:175734
entrez gene/locuslink:184472,entrez gene/locuslink:179683
entrez gene/locuslink:184495,entrez gene/locuslink:173846
entrez gene/locuslink:181414,entrez gene/locuslink:184438
entrez gene/locuslink:191624,entrez gene/locuslink:180473
entrez gene/locuslink:191624,entrez gene/locuslink:173840
entrez gene/locuslink:191624,entrez gene/locuslink:176817
entrez gene/locuslink:191624,entrez gene/locuslink:187528
entrez gene/locuslink:191624,entrez gene/locuslink:178845
entrez gene/locuslink:191624,entrez gene/locuslink:180324
entrez gene/locuslink:181400,entrez gene/locuslink:176105
entrez gene/locuslink:181400,entrez gene/locuslink:179119
entrez gene/locuslink:181400,entrez gene/locuslink:177467
entrez gene/locuslink:181400,entrez gene/locuslink:175720
entrez gene/locuslink:181400,entrez gene/locuslink:176932
entrez gene/locuslink:181400,entrez gene/locuslink:175487
entrez gene/locuslink:181400,entrez gene/locuslink:172397
entrez gene/locuslink:181400,entrez gene/locuslink:180359
entrez gene/locuslink:181400,entrez gene/locuslink:172933
entrez gene/locuslink:181400,entrez gene/locuslink:176315
entrez gene/locuslink:181400,entrez gene/locuslink:180601
entrez gene/locuslink:181400,entrez gene/locuslink:178074
entrez gene/locuslink:181400,entrez gene/locuslink:171627
entrez gene/locuslink:181400,entrez gene/locuslink:175089
entrez gene/locuslink:181400,entrez gene/locuslink:178411
entrez gene/locuslink:181400,entrez gene/locuslink:176099
entrez gene/locuslink:174081,entrez gene/locuslink:172268
entrez gene/locuslink:174081,entrez gene/locuslink:178952
entrez gene/locuslink:174081,entrez gene/locuslink:178336
entrez gene/locuslink:179749,entrez gene/locuslink:173808
entrez gene/locuslink:179749,entrez gene/locuslink:178295
entrez gene/locuslink:184647,entrez gene/locuslink:182055
entrez gene/locuslink:178181,entrez gene/locuslink:173952
entrez gene/locuslink:181398,entrez gene/locuslink:177826
entrez gene/locuslink:178167,entrez gene/locuslink:179902
entrez gene/locuslink:184715,entrez gene/locuslink:187528
entrez gene/locuslink:181790,entrez gene/locuslink:177978
entrez gene/locuslink:181790,entrez gene/locuslink:173252
entrez gene/locuslink:177685,entrez gene/locuslink:172687
entrez gene/locuslink:177685,entrez gene/locuslink:173976
entrez gene/locuslink:177685,entrez gene/locuslink:173973
entrez gene/locuslink:177685,entrez gene/locuslink:174326
entrez gene/locuslink:184746,entrez gene/locuslink:179817
entrez gene/locuslink:174350,entrez gene/locuslink:175462
entrez gene/locuslink:174350,entrez gene/locuslink:180957
entrez gene/locuslink:174350,entrez gene/locuslink:171762
entrez gene/locuslink:176210,entrez gene/locuslink:175827
entrez gene/locuslink:176210,entrez gene/locuslink:174578
entrez gene/locuslink:176210,entrez gene/locuslink:174267
entrez gene/locuslink:176210,entrez gene/locuslink:181378
entrez gene/locuslink:184848,entrez gene/locuslink:182915
entrez gene/locuslink:180865,entrez gene/locuslink:174790
entrez gene/locuslink:180865,entrez gene/locuslink:178012
entrez gene/locuslink:178692,entrez gene/locuslink:178964
entrez gene/locuslink:178692,entrez gene/locuslink:174311
entrez gene/locuslink:184865,entrez gene/locuslink:178169
entrez gene/locuslink:179948,entrez gene/locuslink:180430
entrez gene/locuslink:179948,entrez gene/locuslink:176226
entrez gene/locuslink:171804,entrez gene/locuslink:174624
entrez gene/locuslink:171804,entrez gene/locuslink:176208
entrez gene/locuslink:171804,entrez gene/locuslink:182892
entrez gene/locuslink:171804,entrez gene/locuslink:174392
entrez gene/locuslink:171804,entrez gene/locuslink:174309
entrez gene/locuslink:171804,entrez gene/locuslink:183911
entrez gene/locuslink:171804,entrez gene/locuslink:185757
entrez gene/locuslink:171804,entrez gene/locuslink:176813
entrez gene/locuslink:171804,entrez gene/locuslink:174269
entrez gene/locuslink:171804,entrez gene/locuslink:189234
entrez gene/locuslink:171804,entrez gene/locuslink:173325
entrez gene/locuslink:173383,entrez gene/locuslink:178732
entrez gene/locuslink:173384,entrez gene/locuslink:179493
entrez gene/locuslink:173384,entrez gene/locuslink:173384
entrez gene/locuslink:173384,entrez gene/locuslink:175975
entrez gene/locuslink:173384,entrez gene/locuslink:172238
entrez gene/locuslink:173384,entrez gene/locuslink:174571
entrez gene/locuslink:179691,entrez gene/locuslink:172326
entrez gene/locuslink:179691,entrez gene/locuslink:176239
entrez gene/locuslink:179691,entrez gene/locuslink:173846
entrez gene/locuslink:179691,entrez gene/locuslink:178125
entrez gene/locuslink:179344,entrez gene/locuslink:189730
entrez gene/locuslink:175843,entrez gene/locuslink:176227
entrez gene/locuslink:172103,entrez gene/locuslink:175820
entrez gene/locuslink:179236,entrez gene/locuslink:172726
entrez gene/locuslink:172946,entrez gene/locuslink:172247
entrez gene/locuslink:172946,entrez gene/locuslink:176495
entrez gene/locuslink:172938,entrez gene/locuslink:173509
entrez gene/locuslink:172942,entrez gene/locuslink:172679
entrez gene/locuslink:172942,entrez gene/locuslink:173134
entrez gene/locuslink:172942,entrez gene/locuslink:178732
entrez gene/locuslink:172744,entrez gene/locuslink:185757
entrez gene/locuslink:172330,entrez gene/locuslink:177442
entrez gene/locuslink:172330,entrez gene/locuslink:172881
entrez gene/locuslink:172330,entrez gene/locuslink:183250
entrez gene/locuslink:172330,entrez gene/locuslink:175501
entrez gene/locuslink:172330,entrez gene/locuslink:172771
entrez gene/locuslink:172330,entrez gene/locuslink:173952
entrez gene/locuslink:172330,entrez gene/locuslink:188703
entrez gene/locuslink:172330,entrez gene/locuslink:175071
entrez gene/locuslink:172330,entrez gene/locuslink:176667
entrez gene/locuslink:172330,entrez gene/locuslink:180183
entrez gene/locuslink:179171,entrez gene/locuslink:180473
entrez gene/locuslink:179171,entrez gene/locuslink:180432
entrez gene/locuslink:179171,entrez gene/locuslink:185757
entrez gene/locuslink:179171,entrez gene/locuslink:181501
entrez gene/locuslink:179171,entrez gene/locuslink:173139
entrez gene/locuslink:179171,entrez gene/locuslink:177698
entrez gene/locuslink:179171,entrez gene/locuslink:189281
entrez gene/locuslink:179171,entrez gene/locuslink:180324
entrez gene/locuslink:179171,entrez gene/locuslink:177138
entrez gene/locuslink:179171,entrez gene/locuslink:191528
entrez gene/locuslink:172832,entrez gene/locuslink:182578
entrez gene/locuslink:172832,entrez gene/locuslink:173561
entrez gene/locuslink:175659,entrez gene/locuslink:175638
entrez gene/locuslink:175660,entrez gene/locuslink:186044
entrez gene/locuslink:175660,entrez gene/locuslink:178732
entrez gene/locuslink:175658,entrez gene/locuslink:176254
entrez gene/locuslink:175099,entrez gene/locuslink:178186
entrez gene/locuslink:175099,entrez gene/locuslink:173728
entrez gene/locuslink:172192,entrez gene/locuslink:175526
entrez gene/locuslink:172192,entrez gene/locuslink:172277
entrez gene/locuslink:172192,entrez gene/locuslink:182658
entrez gene/locuslink:172192,entrez gene/locuslink:172766
entrez gene/locuslink:172192,entrez gene/locuslink:173104
entrez gene/locuslink:172192,entrez gene/locuslink:178186
entrez gene/locuslink:172192,entrez gene/locuslink:178989
entrez gene/locuslink:172192,entrez gene/locuslink:177697
entrez gene/locuslink:172192,entrez gene/locuslink:176576
entrez gene/locuslink:172192,entrez gene/locuslink:175080
entrez gene/locuslink:172192,entrez gene/locuslink:175133
entrez gene/locuslink:185013,entrez gene/locuslink:172312
entrez gene/locuslink:185036,entrez gene/locuslink:180324
entrez gene/locuslink:178186,entrez gene/locuslink:178064
entrez gene/locuslink:180049,entrez gene/locuslink:174309
entrez gene/locuslink:181524,entrez gene/locuslink:175638
entrez gene/locuslink:181524,entrez gene/locuslink:171602
entrez gene/locuslink:181524,entrez gene/locuslink:177953
entrez gene/locuslink:181524,entrez gene/locuslink:177697
entrez gene/locuslink:181524,entrez gene/locuslink:172082
entrez gene/locuslink:181524,entrez gene/locuslink:177021
entrez gene/locuslink:177229,entrez gene/locuslink:180473
entrez gene/locuslink:177229,entrez gene/locuslink:181191
entrez gene/locuslink:177229,entrez gene/locuslink:175133
entrez gene/locuslink:177229,entrez gene/locuslink:176640
entrez gene/locuslink:179484,entrez gene/locuslink:179484
entrez gene/locuslink:179484,entrez gene/locuslink:266820
entrez gene/locuslink:179484,entrez gene/locuslink:187679
entrez gene/locuslink:178988,entrez gene/locuslink:175462
entrez gene/locuslink:178988,entrez gene/locuslink:177455
entrez gene/locuslink:172777,entrez gene/locuslink:177619
entrez gene/locuslink:177185,entrez gene/locuslink:175501
entrez gene/locuslink:173373,entrez gene/locuslink:172562
entrez gene/locuslink:173373,entrez gene/locuslink:179945
entrez gene/locuslink:173373,entrez gene/locuslink:185193
entrez gene/locuslink:173373,entrez gene/locuslink:177533
entrez gene/locuslink:173373,entrez gene/locuslink:181574
entrez gene/locuslink:173373,entrez gene/locuslink:177138
entrez gene/locuslink:173373,entrez gene/locuslink:174911
entrez gene/locuslink:173373,entrez gene/locuslink:173288
entrez gene/locuslink:173373,entrez gene/locuslink:172737
entrez gene/locuslink:173754,entrez gene/locuslink:178897
entrez gene/locuslink:173754,entrez gene/locuslink:173391
entrez gene/locuslink:173754,entrez gene/locuslink:180463
entrez gene/locuslink:175977,entrez gene/locuslink:172277
entrez gene/locuslink:175977,entrez gene/locuslink:184681
entrez gene/locuslink:175977,entrez gene/locuslink:186592
entrez gene/locuslink:175977,entrez gene/locuslink:179272
entrez gene/locuslink:175977,entrez gene/locuslink:177698
entrez gene/locuslink:175977,entrez gene/locuslink:188608
entrez gene/locuslink:175977,entrez gene/locuslink:181284
entrez gene/locuslink:175977,entrez gene/locuslink:178845
entrez gene/locuslink:175976,entrez gene/locuslink:178259
entrez gene/locuslink:175976,entrez gene/locuslink:174958
entrez gene/locuslink:175976,entrez gene/locuslink:187182
entrez gene/locuslink:175976,entrez gene/locuslink:178409
entrez gene/locuslink:174118,entrez gene/locuslink:174575
entrez gene/locuslink:174958,entrez gene/locuslink:179971
entrez gene/locuslink:178829,entrez gene/locuslink:178829
entrez gene/locuslink:178829,entrez gene/locuslink:266820
entrez gene/locuslink:177533,entrez gene/locuslink:182678
entrez gene/locuslink:177533,entrez gene/locuslink:183261
entrez gene/locuslink:177533,entrez gene/locuslink:171619
entrez gene/locuslink:177533,entrez gene/locuslink:183874
entrez gene/locuslink:177533,entrez gene/locuslink:171934
entrez gene/locuslink:177533,entrez gene/locuslink:172687
entrez gene/locuslink:177533,entrez gene/locuslink:174240
entrez gene/locuslink:177533,entrez gene/locuslink:177687
entrez gene/locuslink:177533,entrez gene/locuslink:178764
entrez gene/locuslink:177533,entrez gene/locuslink:175546
entrez gene/locuslink:177533,entrez gene/locuslink:185875
entrez gene/locuslink:177533,entrez gene/locuslink:186044
entrez gene/locuslink:177533,entrez gene/locuslink:173558
entrez gene/locuslink:177533,entrez gene/locuslink:173728
entrez gene/locuslink:177533,entrez gene/locuslink:176433
entrez gene/locuslink:177533,entrez gene/locuslink:173053
entrez gene/locuslink:177533,entrez gene/locuslink:178450
entrez gene/locuslink:177533,entrez gene/locuslink:191026
entrez gene/locuslink:177533,entrez gene/locuslink:176623
entrez gene/locuslink:177533,entrez gene/locuslink:180221
entrez gene/locuslink:177533,entrez gene/locuslink:191509
entrez gene/locuslink:177533,entrez gene/locuslink:176348
entrez gene/locuslink:172712,entrez gene/locuslink:177719
entrez gene/locuslink:172712,entrez gene/locuslink:176401
entrez gene/locuslink:172712,entrez gene/locuslink:178857
entrez gene/locuslink:172712,entrez gene/locuslink:176445
entrez gene/locuslink:172712,entrez gene/locuslink:176721
entrez gene/locuslink:172259,entrez gene/locuslink:184980
entrez gene/locuslink:172259,entrez gene/locuslink:179353
entrez gene/locuslink:172259,entrez gene/locuslink:179049
entrez gene/locuslink:173369,entrez gene/locuslink:175462
entrez gene/locuslink:173369,entrez gene/locuslink:175545
entrez gene/locuslink:173369,entrez gene/locuslink:180040
entrez gene/locuslink:185248,entrez gene/locuslink:179162
entrez gene/locuslink:185248,entrez gene/locuslink:175207
entrez gene/locuslink:185248,entrez gene/locuslink:177788
entrez gene/locuslink:185248,entrez gene/locuslink:178211
entrez gene/locuslink:185248,entrez gene/locuslink:180601
entrez gene/locuslink:185248,entrez gene/locuslink:188694
entrez gene/locuslink:185248,entrez gene/locuslink:180264
entrez gene/locuslink:185248,entrez gene/locuslink:174464
entrez gene/locuslink:185264,entrez gene/locuslink:171619
entrez gene/locuslink:180810,entrez gene/locuslink:175638
entrez gene/locuslink:180810,entrez gene/locuslink:173917
entrez gene/locuslink:180810,entrez gene/locuslink:174815
entrez gene/locuslink:180810,entrez gene/locuslink:180790
entrez gene/locuslink:180810,entrez gene/locuslink:245998
entrez gene/locuslink:180065,entrez gene/locuslink:177336
entrez gene/locuslink:185299,entrez gene/locuslink:178695
entrez gene/locuslink:177160,entrez gene/locuslink:174652
entrez gene/locuslink:177160,entrez gene/locuslink:177906
entrez gene/locuslink:175597,entrez gene/locuslink:171647
entrez gene/locuslink:175604,entrez gene/locuslink:177342
entrez gene/locuslink:175604,entrez gene/locuslink:182678
entrez gene/locuslink:175604,entrez gene/locuslink:181062
entrez gene/locuslink:175604,entrez gene/locuslink:180473
entrez gene/locuslink:175604,entrez gene/locuslink:179138
entrez gene/locuslink:175604,entrez gene/locuslink:183874
entrez gene/locuslink:175604,entrez gene/locuslink:177710
entrez gene/locuslink:175604,entrez gene/locuslink:174475
entrez gene/locuslink:175604,entrez gene/locuslink:178169
entrez gene/locuslink:175604,entrez gene/locuslink:172617
entrez gene/locuslink:175604,entrez gene/locuslink:173728
entrez gene/locuslink:175604,entrez gene/locuslink:177788
entrez gene/locuslink:175604,entrez gene/locuslink:186716
entrez gene/locuslink:175604,entrez gene/locuslink:175167
entrez gene/locuslink:175604,entrez gene/locuslink:175168
entrez gene/locuslink:175604,entrez gene/locuslink:176139
entrez gene/locuslink:175604,entrez gene/locuslink:180902
entrez gene/locuslink:175604,entrez gene/locuslink:259996
entrez gene/locuslink:175604,entrez gene/locuslink:173053
entrez gene/locuslink:175604,entrez gene/locuslink:176830
entrez gene/locuslink:175604,entrez gene/locuslink:180221
entrez gene/locuslink:178169,entrez gene/locuslink:178169
entrez gene/locuslink:178169,entrez gene/locuslink:176059
entrez gene/locuslink:174506,entrez gene/locuslink:182722
entrez gene/locuslink:174506,entrez gene/locuslink:177706
entrez gene/locuslink:174506,entrez gene/locuslink:183165
entrez gene/locuslink:174506,entrez gene/locuslink:173396
entrez gene/locuslink:174506,entrez gene/locuslink:172771
entrez gene/locuslink:174506,entrez gene/locuslink:180987
entrez gene/locuslink:174506,entrez gene/locuslink:178311
entrez gene/locuslink:174506,entrez gene/locuslink:187528
entrez gene/locuslink:174506,entrez gene/locuslink:175094
entrez gene/locuslink:174506,entrez gene/locuslink:175542
entrez gene/locuslink:174506,entrez gene/locuslink:173401
entrez gene/locuslink:174506,entrez gene/locuslink:188703
entrez gene/locuslink:174506,entrez gene/locuslink:176637
entrez gene/locuslink:185357,entrez gene/locuslink:176344
entrez gene/locuslink:172718,entrez gene/locuslink:177629
entrez gene/locuslink:172718,entrez gene/locuslink:181591
entrez gene/locuslink:185408,entrez gene/locuslink:172355
entrez gene/locuslink:185410,entrez gene/locuslink:180473
entrez gene/locuslink:185412,entrez gene/locuslink:190025
entrez gene/locuslink:175010,entrez gene/locuslink:185757
entrez gene/locuslink:178745,entrez gene/locuslink:174560
entrez gene/locuslink:178745,entrez gene/locuslink:179535
entrez gene/locuslink:176007,entrez gene/locuslink:172277
entrez gene/locuslink:176007,entrez gene/locuslink:174371
entrez gene/locuslink:172929,entrez gene/locuslink:173162
entrez gene/locuslink:172929,entrez gene/locuslink:174554
entrez gene/locuslink:172929,entrez gene/locuslink:181613
entrez gene/locuslink:172929,entrez gene/locuslink:176516
entrez gene/locuslink:180357,entrez gene/locuslink:177710
entrez gene/locuslink:180357,entrez gene/locuslink:179209
entrez gene/locuslink:180357,entrez gene/locuslink:178887
entrez gene/locuslink:180357,entrez gene/locuslink:175584
entrez gene/locuslink:180357,entrez gene/locuslink:179854
entrez gene/locuslink:180357,entrez gene/locuslink:174399
entrez gene/locuslink:180357,entrez gene/locuslink:175455
entrez gene/locuslink:180357,entrez gene/locuslink:179817
entrez gene/locuslink:180357,entrez gene/locuslink:175542
entrez gene/locuslink:180357,entrez gene/locuslink:180549
entrez gene/locuslink:180357,entrez gene/locuslink:172948
entrez gene/locuslink:180357,entrez gene/locuslink:179709
entrez gene/locuslink:180357,entrez gene/locuslink:180324
entrez gene/locuslink:180357,entrez gene/locuslink:171907
entrez gene/locuslink:180357,entrez gene/locuslink:178305
entrez gene/locuslink:180357,entrez gene/locuslink:173260
entrez gene/locuslink:180357,entrez gene/locuslink:176637
entrez gene/locuslink:177778,entrez gene/locuslink:176148
entrez gene/locuslink:179217,entrez gene/locuslink:173846
entrez gene/locuslink:181618,entrez gene/locuslink:187528
entrez gene/locuslink:181618,entrez gene/locuslink:187635
entrez gene/locuslink:181618,entrez gene/locuslink:191509
entrez gene/locuslink:173340,entrez gene/locuslink:173846
entrez gene/locuslink:173347,entrez gene/locuslink:181990
entrez gene/locuslink:173347,entrez gene/locuslink:172249
entrez gene/locuslink:173347,entrez gene/locuslink:172939
entrez gene/locuslink:173347,entrez gene/locuslink:172743
entrez gene/locuslink:173347,entrez gene/locuslink:176814
entrez gene/locuslink:173347,entrez gene/locuslink:174822
entrez gene/locuslink:173347,entrez gene/locuslink:181621
entrez gene/locuslink:173347,entrez gene/locuslink:177073
entrez gene/locuslink:180760,entrez gene/locuslink:181343
entrez gene/locuslink:180760,entrez gene/locuslink:178924
entrez gene/locuslink:180760,entrez gene/locuslink:176179
entrez gene/locuslink:180760,entrez gene/locuslink:178012
entrez gene/locuslink:180760,entrez gene/locuslink:173260
entrez gene/locuslink:178863,entrez gene/locuslink:174964
entrez gene/locuslink:172674,entrez gene/locuslink:173168
entrez gene/locuslink:172674,entrez gene/locuslink:179151
entrez gene/locuslink:172674,entrez gene/locuslink:180906
entrez gene/locuslink:172674,entrez gene/locuslink:173053
entrez gene/locuslink:172667,entrez gene/locuslink:181807
entrez gene/locuslink:172667,entrez gene/locuslink:183545
entrez gene/locuslink:172667,entrez gene/locuslink:183874
entrez gene/locuslink:172667,entrez gene/locuslink:178534
entrez gene/locuslink:172667,entrez gene/locuslink:178186
entrez gene/locuslink:172667,entrez gene/locuslink:172549
entrez gene/locuslink:172667,entrez gene/locuslink:173724
entrez gene/locuslink:181562,entrez gene/locuslink:181988
entrez gene/locuslink:176402,entrez gene/locuslink:180406
entrez gene/locuslink:185541,entrez gene/locuslink:182658
entrez gene/locuslink:185541,entrez gene/locuslink:179472
entrez gene/locuslink:179361,entrez gene/locuslink:174966
entrez gene/locuslink:179361,entrez gene/locuslink:179055
entrez gene/locuslink:179361,entrez gene/locuslink:176574
entrez gene/locuslink:179361,entrez gene/locuslink:178841
entrez gene/locuslink:179361,entrez gene/locuslink:171858
entrez gene/locuslink:185571,entrez gene/locuslink:173846
entrez gene/locuslink:185571,entrez gene/locuslink:176254
entrez gene/locuslink:180955,entrez gene/locuslink:174927
entrez gene/locuslink:180961,entrez gene/locuslink:174993
entrez gene/locuslink:185623,entrez gene/locuslink:177481
entrez gene/locuslink:185632,entrez gene/locuslink:181775
entrez gene/locuslink:185632,entrez gene/locuslink:180264
entrez gene/locuslink:185634,entrez gene/locuslink:171936
entrez gene/locuslink:185634,entrez gene/locuslink:172078
entrez gene/locuslink:185634,entrez gene/locuslink:188577
entrez gene/locuslink:259571,entrez gene/locuslink:179654
entrez gene/locuslink:175868,entrez gene/locuslink:179971
entrez gene/locuslink:175868,entrez gene/locuslink:175783
entrez gene/locuslink:175868,entrez gene/locuslink:178064
entrez gene/locuslink:175868,entrez gene/locuslink:180555
entrez gene/locuslink:175868,entrez gene/locuslink:172948
entrez gene/locuslink:175868,entrez gene/locuslink:178732
entrez gene/locuslink:175868,entrez gene/locuslink:173237
entrez gene/locuslink:175868,entrez gene/locuslink:175079
entrez gene/locuslink:185670,entrez gene/locuslink:172433
entrez gene/locuslink:185682,entrez gene/locuslink:177460
entrez gene/locuslink:185682,entrez gene/locuslink:173580
entrez gene/locuslink:185682,entrez gene/locuslink:176866
entrez gene/locuslink:185682,entrez gene/locuslink:178732
entrez gene/locuslink:185682,entrez gene/locuslink:174833
entrez gene/locuslink:185682,entrez gene/locuslink:178696
entrez gene/locuslink:173595,entrez gene/locuslink:181340
entrez gene/locuslink:173595,entrez gene/locuslink:177422
entrez gene/locuslink:177611,entrez gene/locuslink:177342
entrez gene/locuslink:185679,entrez gene/locuslink:179340
entrez gene/locuslink:185679,entrez gene/locuslink:177914
entrez gene/locuslink:175230,entrez gene/locuslink:177422
entrez gene/locuslink:175230,entrez gene/locuslink:180767
entrez gene/locuslink:175230,entrez gene/locuslink:188265
entrez gene/locuslink:175230,entrez gene/locuslink:179902
entrez gene/locuslink:176198,entrez gene/locuslink:179522
entrez gene/locuslink:176198,entrez gene/locuslink:176198
entrez gene/locuslink:176198,entrez gene/locuslink:178732
entrez gene/locuslink:176200,entrez gene/locuslink:266854
entrez gene/locuslink:176200,entrez gene/locuslink:178971
entrez gene/locuslink:176200,entrez gene/locuslink:173768
entrez gene/locuslink:176200,entrez gene/locuslink:177895
entrez gene/locuslink:176200,entrez gene/locuslink:178311
entrez gene/locuslink:176200,entrez gene/locuslink:172078
entrez gene/locuslink:176200,entrez gene/locuslink:179709
entrez gene/locuslink:176200,entrez gene/locuslink:180479
entrez gene/locuslink:176200,entrez gene/locuslink:178411
entrez gene/locuslink:176200,entrez gene/locuslink:176348
entrez gene/locuslink:175545,entrez gene/locuslink:181999
entrez gene/locuslink:175545,entrez gene/locuslink:177342
entrez gene/locuslink:175545,entrez gene/locuslink:174256
entrez gene/locuslink:175545,entrez gene/locuslink:174484
entrez gene/locuslink:175545,entrez gene/locuslink:171884
entrez gene/locuslink:175545,entrez gene/locuslink:177381
entrez gene/locuslink:175545,entrez gene/locuslink:178516
entrez gene/locuslink:175545,entrez gene/locuslink:175440
entrez gene/locuslink:175545,entrez gene/locuslink:183874
entrez gene/locuslink:175545,entrez gene/locuslink:181020
entrez gene/locuslink:175545,entrez gene/locuslink:176170
entrez gene/locuslink:175545,entrez gene/locuslink:173840
entrez gene/locuslink:175545,entrez gene/locuslink:181253
entrez gene/locuslink:175545,entrez gene/locuslink:172829
entrez gene/locuslink:175545,entrez gene/locuslink:178989
entrez gene/locuslink:175545,entrez gene/locuslink:178829
entrez gene/locuslink:175545,entrez gene/locuslink:181316
entrez gene/locuslink:175545,entrez gene/locuslink:175870
entrez gene/locuslink:175545,entrez gene/locuslink:177505
entrez gene/locuslink:175545,entrez gene/locuslink:176200
entrez gene/locuslink:175545,entrez gene/locuslink:181279
entrez gene/locuslink:175545,entrez gene/locuslink:174771
entrez gene/locuslink:175545,entrez gene/locuslink:174768
entrez gene/locuslink:175545,entrez gene/locuslink:175443
entrez gene/locuslink:175545,entrez gene/locuslink:172592
entrez gene/locuslink:175545,entrez gene/locuslink:176004
entrez gene/locuslink:175545,entrez gene/locuslink:187070
entrez gene/locuslink:175545,entrez gene/locuslink:177921
entrez gene/locuslink:175545,entrez gene/locuslink:180414
entrez gene/locuslink:175545,entrez gene/locuslink:187528
entrez gene/locuslink:175545,entrez gene/locuslink:175578
entrez gene/locuslink:175545,entrez gene/locuslink:172647
entrez gene/locuslink:175545,entrez gene/locuslink:172604
entrez gene/locuslink:175545,entrez gene/locuslink:174317
entrez gene/locuslink:175545,entrez gene/locuslink:181368
